location_num,x,y,district,province,images,year,month,day,avg_certainty,avg_percent_coverage,avg_percent_coverage_high,n_labelers,water_source_mode,log_coverage
3484659,33.18716629483917,-11.134053433753198,Chama,Eastern,2,2023,9,23,3,0.05485223194864345,0.0336540350598952,1,TRUE,0.0534006926144257
3488549,33.159746906375155,-11.233551761836951,Chama,Eastern,3,2023,9,23,2.3333333333333335,0.028742398286859667,0.0014682153880881332,1,FALSE,0.02833708371025937
3491039,30.59476957195517,-11.296178146402184,Chilubi,Northern,1,2019,8,10,1,0,0,1,TRUE,0
3494573,30.429019945464457,-11.403209875188525,Chilubi,Northern,2,2016,8,21,1,0,0,1,TRUE,0
3498104,31.50936846019163,-11.528216542002074,Mpika,Muchinga,2,2019,8,27,3.5,0.2875525149360661,0.07717770245680565,1,TRUE,0.2527431410237912
3498899,32.94898327674912,-11.559165699250448,Chama,Eastern,2,2023,9,8,1,0,0,1,TRUE,0
3501586,32.81132512614987,-11.685718944578827,Chama,Eastern,1,2018,7,13,2,0.022776736199093,0,1,FALSE,0.02252121896610194
3503050,32.857161567686724,-11.767137234366336,Chama,Eastern,1,2023,9,8,2,0.022275774716883,0,1,TRUE,0.022031293656549895
3503621,31.42533490960305,-11.798986728753894,Mpika,Muchinga,3,2022,6,23,1,0,0,1,TRUE,0
3504043,31.434356858051235,-11.826157726704926,Mpika,Muchinga,6,2022,6,23,3.5,0.16193483782773077,0.14135665139070586,1,TRUE,0.15008657925639188
3504569,32.58166277520353,-11.86634223569343,Chama,Eastern,1,2023,9,8,4,0.0060715815210562,0.0060715815210562,1,TRUE,0.0060532237396746826
3507087,32.93052197027856,-12.02942447671783,Chasefu,Eastern,1,2023,9,8,3,0.0129666940255023,0.0129666940255023,1,TRUE,0.01288334617273011
3507315,33.11427322279344,-12.047496431472386,Chasefu,Eastern,2,2022,8,19,2.5,0.00776525453259765,0.00776525453259765,1,TRUE,0.007735260119720811
3508583,33.004021054728526,-12.137953081331764,Chasefu,Eastern,1,2023,9,10,1,0,0,1,FALSE,0
3509734,30.2195768700988,-12.196265686684374,Lavushimanda,Muchinga,2,2023,7,18,1,0,0,1,FALSE,0
3509924,32.90289176590386,-12.21932541515325,Lumezi,Eastern,1,2023,9,8,1,0,0,1,TRUE,0
3511140,32.93965003414552,-12.291681657063265,Lumezi,Eastern,1,2023,8,26,1,0,0,1,TRUE,0
3511454,33.10518863487215,-12.309754450225595,Lundazi,Eastern,10,2023,8,30,1,0,0,1,FALSE,0
3511469,33.24314026470543,-12.309666542306966,Lundazi,Eastern,10,2016,6,30,1.78,0.059602019170606646,0.010060939619991119,5,TRUE,0.057893384010985954
3511615,33.15117779960943,-12.318776034167405,Lundazi,Eastern,10,2023,8,30,2.9,0.05277163888233386,0.02911678294179183,1,TRUE,0.05142634247447844
3511707,29.99790271453412,-12.311353253852175,Chitambo,Central,1,2023,7,21,1,0,0,1,FALSE,0
3512405,30.162841954439067,-12.349249208511877,Chitambo,Central,1,2020,7,7,1,0,0,1,FALSE,0
3513332,33.040826366567046,-12.409246288523764,Lumezi,Eastern,3,2023,9,10,1,0,0,1,TRUE,0
3513441,30.051997002188163,-12.402264797031709,Chitambo,Central,1,2023,7,21,1,0,0,1,TRUE,0
3513696,33.04082918633621,-12.42733250925433,Lumezi,Eastern,2,2023,9,10,1,0,0,1,FALSE,0
3514075,32.39673375556805,-12.444749145157786,Lumezi,Eastern,2,2023,8,13,3.5,0.11962192846355679,0.0809174760467272,1,TRUE,0.11299106444767013
3514223,30.00564553379765,-12.4378842384199,Chitambo,Central,1,2023,7,21,2,0.2040748635989699,0,1,FALSE,0.185711524022503
3514243,30.3732544435154,-12.441704991529056,Chitambo,Central,2,2024,7,16,1,0,0,1,TRUE,0
3514658,31.04428764174768,-12.465467768898517,Lavushimanda,Muchinga,1,2016,10,24,1,0,0,1,TRUE,0
3515717,32.884373278038844,-12.517741505680975,Lumezi,Eastern,2,2023,8,26,1,0,0,1,FALSE,0
3516333,33.040847622943474,-12.544892354990466,Lumezi,Eastern,2,2023,9,10,4,0.24891170193474532,0.2348350470950616,1,TRUE,0.22227253363622043
3516743,33.17893616117345,-12.562921804549546,Lundazi,Eastern,3,2021,8,28,2.6666666666666665,0.08614198745705387,0.004122295806525167,1,TRUE,0.08263195648033783
3517269,32.87513429296739,-12.590081395177108,Lumezi,Eastern,1,2023,8,26,1,0,0,1,FALSE,0
3517421,30.42697384871624,-12.586777210011917,Chitambo,Central,2,2024,9,6,1,0,0,1,FALSE,0
3517634,30.997257090181403,-12.600693003207333,Lavushimanda,Muchinga,1,2017,9,26,2,0.1918297520220066,0,1,TRUE,0.17548973295773337
3517855,32.838290609783215,-12.617190534841557,Lumezi,Eastern,1,2023,9,23,3,0.0106272667378421,0.0106272667378421,1,TRUE,0.010571194253674624
3518417,30.4357215202094,-12.63203489765614,Chitambo,Central,2,2024,9,6,1,0,0,1,FALSE,0
3518804,32.98561053138583,-12.662453921382868,Lumezi,Eastern,1,2023,9,10,3,0.0492014701273937,0.0235440137948228,1,TRUE,0.04802937019849971
3519138,32.91193006450359,-12.680525606430518,Lumezi,Eastern,1,2023,8,26,1,0,0,1,FALSE,0
3519706,30.43508914546537,-12.695271743444648,Chitambo,Central,2,2024,9,6,1,0,0,1,FALSE,0
3521001,30.38852961128634,-12.749023856395286,Chitambo,Central,1,2017,9,18,1,0,0,1,FALSE,0
3522222,32.86581386376705,-12.807106517628286,Lumezi,Eastern,1,2019,9,8,5,0.0282101849773445,0.0282101849773445,1,TRUE,0.02781960622854994
3522432,30.986419335397525,-12.808481954238276,Lavushimanda,Muchinga,1,2023,7,15,3,0.2063903661272251,0.1210607050957904,1,TRUE,0.1876327326024221
3522623,30.5719946315822,-12.81402135010124,Chitambo,Central,2,2023,6,12,3,0.08662008145188535,0.08662008145188535,1,TRUE,0.08307203596201582
3522634,30.72851342663021,-12.81541930307051,Chitambo,Central,1,2024,7,21,4,0.1430154005516516,0.1430154005516516,1,TRUE,0.13366985852037314
3523632,30.46115962895857,-12.849114246719548,Chitambo,Central,2,2024,9,6,1,0,0,1,TRUE,0
3524948,30.4054545980428,-12.893741371889632,Chitambo,Central,2,2024,8,11,1,0,0,1,FALSE,0
3525249,30.61717496387136,-12.904791658993124,Chitambo,Central,2,2023,6,12,1.5,0.0026376108962766,0,1,FALSE,0.0026341385051940327
3525879,31.003907933981843,-12.926106967372377,Lavushimanda,Muchinga,2,2023,6,14,2,0.1120640380283768,0.0229257347939839,1,FALSE,0.1062177823252716
3526147,30.58007423748632,-12.931557191550258,Chitambo,Central,2,2023,6,12,1,0,0,1,TRUE,0
3526740,30.101000039704385,-12.944737838673404,Serenje,Central,2,2020,9,20,1,0,0,1,FALSE,0
3529880,30.173744492800843,-13.02683203922435,Serenje,Central,2,2020,7,7,2,0.0499509193002004,0.0499509193002004,1,FALSE,0.04874341955330079
3531413,30.83682680474056,-13.069365968963773,Chitambo,Central,2,2023,6,14,1,0,0,1,FALSE,0
3532583,30.65223183455933,-13.094861732998243,Chitambo,Central,1,2024,7,21,1,0,0,1,FALSE,0
3532965,30.366431647010568,-13.101135121208118,Serenje,Central,3,2024,8,11,1,0,0,1,TRUE,0
3533713,30.2556502996842,-13.118045705777616,Serenje,Central,5,2024,7,16,1.8,0.07689396311439542,0.047515421665521064,1,TRUE,0.0740809375373714
3533744,30.79947565175418,-13.123270264238558,Chitambo,Central,2,2023,6,14,2.5,0.1553514310713628,0.1553514310713628,1,FALSE,0.14440456701908835
3535360,32.86561957976686,-13.16881451561086,Lumezi,Eastern,3,2023,10,6,3.6666666666666665,0.07204552424336784,0.05493041566483856,1,TRUE,0.06956852839186049
3535732,32.57954460278515,-13.177547664589795,Chipangali,Eastern,1,2023,9,26,1,0,0,1,TRUE,0
3536045,30.19974481443143,-13.171640731479837,Serenje,Central,5,2024,7,16,3.2,0.09470238447157042,0.09470238447157042,1,TRUE,0.09048253132237616
3536075,30.75288609797549,-13.177085684547157,Chitambo,Central,1,2024,7,21,4,0.221231979258499,0.1213269787308962,1,TRUE,0.19986016828522665
3536452,30.218076615168897,-13.18087327579023,Serenje,Central,5,2024,7,16,2.4,0.13215717833332294,0.009924670491872881,1,TRUE,0.12412482025998225
3536876,30.144235320748912,-13.18909337679958,Serenje,Central,3,2020,7,7,4.666666666666667,0.13314338356701363,0.13314338356701363,1,TRUE,0.1249955261721101
3538200,31.914939998721863,-13.229843823505156,Mambwe,Eastern,1,2023,6,29,1,0,0,1,FALSE,0
3538582,30.660162688487706,-13.230470829541636,Chitambo,Central,1,2023,7,18,1,0,0,1,FALSE,0
3538650,32.78250532077846,-13.241097655779791,Chipangali,Eastern,2,2019,9,6,3,0.2774677440301937,0.2729429065301284,1,TRUE,0.24487979348552022
3539821,32.73632369082129,-13.26818149980589,Chipangali,Eastern,2,2023,9,23,1,0,0,1,FALSE,0
3540130,30.429243385396124,-13.264388237972174,Serenje,Central,2,2024,9,16,2.5,0.0735918154439647,0.02308119298742225,1,TRUE,0.0710098637374852
3540496,30.346149305899964,-13.272569985232977,Serenje,Central,1,2019,7,29,3,0.1431540092112196,0.0906895003737624,1,TRUE,0.13379111695305612
3541634,32.54237967902526,-13.313118321803287,Chipangali,Eastern,2,2023,9,26,1,0,0,1,FALSE,0
3542377,30.05976567188967,-13.314582835654416,Serenje,Central,3,2024,7,29,1,0,0,1,TRUE,0
3542802,30.17031974845271,-13.32487202375814,Serenje,Central,4,2024,7,29,1.75,0.007032023852904175,0.007032023852904175,1,TRUE,0.007007414474971208
3543692,32.4868866143402,-13.358223079212593,Chipangali,Eastern,2,2023,9,13,3,0.0645195286870539,0.04251157477956505,1,FALSE,0.06252355059134566
3544077,30.188451233860867,-13.352171711408031,Serenje,Central,2,2019,7,27,3,0.15260784633010843,0,1,TRUE,0.14202706750212385
3544577,32.63461502925234,-13.37656387677797,Chipangali,Eastern,1,2023,10,4,4,0.0075216813844882,0.0075216813844882,1,TRUE,0.007493534591753121
3546267,32.4960084148876,-13.41249418095756,Chipangali,Eastern,3,2019,10,15,1,0,0,1,FALSE,0
3546659,32.33896187547248,-13.42117349749156,Mambwe,Eastern,2,2019,10,15,1,0,0,1,FALSE,0
3548681,30.214978294356403,-13.4518261190129,Serenje,Central,2,2024,7,16,2.5,0.0032992430204043,0.00269683366752085,1,FALSE,0.003293812459365976
3548689,30.41800346394384,-13.453992959080276,Serenje,Central,2,2024,9,19,2,0.0405228690944459,0,1,TRUE,0.03972334555710735
3549556,32.41270248100964,-13.4846498187195,Chipangali,Eastern,2,2019,10,15,1,0,0,1,FALSE,0
3552504,32.310888936159415,-13.547683367553049,Kasenengwa,Eastern,2,2024,8,26,1,0,0,1,TRUE,0
3554811,30.13031126784101,-13.586356807310414,Serenje,Central,1,2024,7,29,1,0,0,1,FALSE,0
3554818,30.204170532079345,-13.587196650395756,Serenje,Central,2,2019,7,27,1,0,0,1,TRUE,0
3555216,32.06112496398663,-13.610158627884504,Mambwe,Eastern,2,2024,7,26,1.5,0.02500594458810205,0,1,FALSE,0.024698412171702235
3555634,32.458592497175346,-13.620382422977825,Kasenengwa,Eastern,2,2018,10,29,4,0.2209923606476992,0.2209923606476992,1,TRUE,0.1996639384732038
3556386,32.282892408201775,-13.638021242841484,Kasenengwa,Eastern,2,2024,8,26,3,0.0147631630146943,0.005444015192094,1,FALSE,0.014655248335117724
3558430,32.57866193114548,-13.683909012109424,Chipata,Eastern,5,2020,8,17,1.4,0.005742865643935681,0.005742865643935681,1,FALSE,0.0057264382545530275
3560645,32.58783042202027,-13.729134460270158,Chipata,Eastern,1,2016,6,23,4,0.0116474974861683,0.0116474974861683,1,TRUE,0.011580187544725251
3564758,32.421148935620266,-13.810175799137705,Chipata,Eastern,1,2016,6,23,4,1.9984355942943424,0.4977755402702134,1,TRUE,1.098090684087537
3565561,31.699459321941088,-13.825494724245043,Lusangazi,Eastern,1,2023,7,17,1,0,0,1,FALSE,0
3566430,31.745616454063903,-13.843815457369258,Lusangazi,Eastern,1,2023,7,17,1,0,0,1,FALSE,0
3568266,32.41171503371649,-13.882486872136544,Chipata,Eastern,1,2019,6,28,2,0.2078908389483464,0,1,FALSE,0.18887573032046598
3572350,32.21709278693374,-13.963312699703222,Katete,Eastern,2,2024,9,8,1,0,0,1,FALSE,0
3572890,32.89294298369383,-13.973591739493871,Vubwi,Eastern,2,2024,7,31,1,0,0,1,FALSE,0
3573237,31.522728292079467,-13.978163837987925,Lusangazi,Eastern,1,2023,7,25,1,0,0,1,FALSE,0
3573243,31.57826550439026,-13.978495337792392,Lusangazi,Eastern,1,2016,6,30,1,0,0,1,FALSE,0
3573363,32.85590147606239,-13.982614582646873,Vubwi,Eastern,3,2024,7,31,2,0.0364482512136603,0.02514416437621783,1,TRUE,0.03579972517715133
3574202,31.65221203690749,-13.996996574227987,Sinda,Eastern,1,2023,7,2,3,0.1275224103688285,0.1275224103688285,1,TRUE,0.12002266835577435
3575748,32.142797319235065,-14.026349805642862,Katete,Eastern,3,2024,9,8,3,0.14068252519536797,0.0062507863965908335,1,FALSE,0.1316267895650097
3576763,31.71676321435361,-14.042546516857016,Sinda,Eastern,1,2023,7,17,1,0,0,1,TRUE,0
3577325,31.88339449215668,-14.052413751318142,Katete,Eastern,3,2023,6,29,1.3333333333333333,0.003908186938724433,0,1,TRUE,0.003900569815793908
3577984,32.84658808509332,-14.06398643612544,Vubwi,Eastern,2,2023,8,7,1.5,0.00432222022008575,0.00432222022008575,1,TRUE,0.0043129062546324055
3578388,31.17031297198576,-14.066143170740336,Petauke,Eastern,1,2023,7,15,1,0,0,1,TRUE,0
3581290,32.02203430023507,-14.116299871213558,Katete,Eastern,3,2024,8,8,1.3333333333333333,0.008108548285466534,0,1,FALSE,0.008075850642508042
3581356,32.65199295473701,-14.118035136251482,Chadiza,Eastern,1,2019,6,29,1,0,0,1,TRUE,0
3581818,31.8830428929548,-14.12473537724542,Katete,Eastern,3,2024,6,30,1.3333333333333333,0.0113941134077854,0,1,FALSE,0.011329689405345997
3582426,32.48519086732496,-14.135819312661326,Chadiza,Eastern,1,2019,6,29,1,0,0,1,FALSE,0
3584001,32.253478964879626,-14.162335063523043,Katete,Eastern,1,2024,9,8,1,0,0,1,FALSE,0
3584515,31.9940058370585,-14.170428281036004,Katete,Eastern,2,2024,8,8,4,0.0299888944603296,0.0299888944603296,1,TRUE,0.029548020106067486
3584528,32.11445939353644,-14.17090326064885,Katete,Eastern,1,2024,8,26,5,0.3790549276419316,0.2915348645734548,1,FALSE,0.3213984295204
3585591,31.743749332909573,-14.1873279440733,Sinda,Eastern,1,2023,6,6,3,0.040838659804732703,0.020995353517647,1,TRUE,0.04002679184294024
3586131,31.89195554717981,-14.19709962310604,Sinda,Eastern,1,2024,6,30,1,0,0,1,FALSE,0
3586693,32.049448500689145,-14.206817433985153,Katete,Eastern,2,2016,6,3,5,0.7572497138897676,0.5412717032518427,1,TRUE,0.5637499242568308
3587739,31.80841855210984,-14.223818774791328,Sinda,Eastern,1,2023,6,6,5,0.7795771721005424,0.761188308827647,1,TRUE,0.576375792322265
3587763,32.0586408411698,-14.224935283589309,Katete,Eastern,1,2024,8,26,5,0.5826487573561516,0.5826487573561516,1,FALSE,0.4590998721072105
3588830,31.71564735172124,-14.24141788739194,Sinda,Eastern,1,2023,6,6,5,0.7163826528391352,0.6900578337010856,1,TRUE,0.5402189673719333
3591018,31.99352585651232,-14.278913393691418,Sinda,Eastern,1,2024,8,8,5,0.1334416497092462,0.1334416497092462,1,TRUE,0.12525871166003605
3591021,32.02133568816333,-14.279029287920896,Sinda,Eastern,2,2024,8,8,2.5,0.0272532461391006,0.02444202908577935,1,TRUE,0.02688848880471785
3591512,31.85443490332305,-14.28732520488405,Sinda,Eastern,2,2024,6,30,5,0.631819631649293,0.5143252493246899,1,FALSE,0.4896957306114125
3595890,31.038137212961026,-14.363330999372184,Nyimba,Eastern,1,2023,6,14,1,0,0,1,TRUE,0
3596939,31.25120543704015,-14.383076223347857,Petauke,Eastern,2,2023,6,6,2,0.0263557278543263,0.0044721773808387,1,TRUE,0.02601439996571815
3597984,30.898765629135625,-14.398280828634002,Nyimba,Eastern,1,2016,6,30,1,0,0,1,FALSE,0
3599148,31.241651041788423,-14.419157150373197,Petauke,Eastern,2,2023,6,6,2.5,0.00909638613273195,0.00283407372799155,1,TRUE,0.009055263204291737
3599151,31.269469414012544,-14.419362769826458,Petauke,Eastern,1,2019,6,19,1,0,0,1,TRUE,0
3602213,30.61992594050664,-14.467915061569071,Nyimba,Eastern,2,2023,6,9,1,0,0,1,TRUE,0
3603781,31.259563361229404,-14.500631691813211,Petauke,Eastern,3,2023,6,6,3.6666666666666665,0.15223816467048215,0.09494049474556096,1,TRUE,0.1417062810712456
3609053,30.87842101827885,-14.58785852735246,Nyimba,Eastern,2,2024,8,16,1,0,0,1,FALSE,0
5035457,28.746150163314528,-9.998998634656031,Mwansabombwe,Luapula,3,2023,6,12,1,0,0,1,TRUE,0
5035749,29.439268005998773,-10.012714003219576,Kawambwa,Luapula,1,2016,10,14,1,0,0,1,TRUE,0
5035859,28.837502124519805,-10.025627288597727,Mwansabombwe,Luapula,4,2023,6,12,1,0,0,1,FALSE,0
5036316,29.156866349193923,-10.050821280696494,Kawambwa,Luapula,1,2023,6,4,1,0,0,1,TRUE,0
5036470,29.713109233637944,-10.055765660229328,Kawambwa,Luapula,1,2023,9,16,1,0,0,1,TRUE,0
5036558,28.7921482162558,-10.071077083988362,Mwansabombwe,Luapula,3,2019,6,18,3,0.08774393146862504,0.047407276863027835,1,FALSE,0.08410576362687756
5036583,29.175225997232403,-10.0687779330496,Kawambwa,Luapula,1,2023,6,4,1,0,0,1,TRUE,0
5037373,29.11173994709541,-10.12342195558946,Chipili,Luapula,1,2020,10,4,1,0,0,1,TRUE,0
5037524,29.07531087805492,-10.1326927892769,Chipili,Luapula,2,2023,6,9,1,0,0,1,TRUE,0
5038665,29.34947859029196,-10.203145050736977,Chipili,Luapula,1,2017,9,18,1,0,0,1,TRUE,0
5039025,28.692659237421186,-10.23433534907499,Mwense,Luapula,1,2020,9,3,1,0,0,1,FALSE,0
5039478,29.897116041274693,-10.243910716464178,Luwingu,Northern,3,2024,7,11,1,0,0,1,FALSE,0
5039875,29.559785559094355,-10.264814713703627,Kawambwa,Luapula,1,2023,7,18,1,0,0,1,TRUE,0
5042473,29.64279289064152,-10.37257318079272,Lupososhi,Northern,1,2023,6,22,1,0,0,1,TRUE,0
5042725,29.5698622058768,-10.382200804199588,Lupososhi,Northern,1,2023,7,18,1,0,0,1,FALSE,0
5043172,29.13185870056841,-10.403486494769274,Chipili,Luapula,1,2023,6,9,2,0.0859681133418969,0.00730359301647395,2,FALSE,0.0824718595170537
5043180,29.20489363251044,-10.402992144495554,Chipili,Luapula,1,2024,9,1,1,0,0,1,FALSE,0
5043183,29.232280778572907,-10.402802478697662,Chipili,Luapula,2,2024,9,1,1,0,0,1,FALSE,0
5044404,29.040854393415465,-10.449273888142631,Chipili,Luapula,1,2020,10,4,1,0,0,1,TRUE,0
5044612,28.648202687823336,-10.460584984082992,Mwense,Luapula,2,2023,6,20,1,0,0,1,TRUE,0
5044645,29.040913436415263,-10.458312437861766,Chipili,Luapula,2,2023,6,9,1,0,0,1,TRUE,0
5044692,29.59783918299284,-10.454260326342864,Lupososhi,Northern,1,2019,10,22,1,0,0,1,FALSE,0
5045338,29.031958345837825,-10.485486545526411,Chipili,Luapula,1,2020,10,4,1,0,0,1,TRUE,0
5045405,29.981410189221187,-10.478002421913851,Luwingu,Northern,1,2024,8,6,1,0,0,1,FALSE,0
5047466,28.69441336279321,-10.559789003626166,Mwense,Luapula,2,2020,9,3,1,0,0,5,FALSE,0
5047755,28.895460900369788,-10.567686210671924,Chipili,Luapula,2,2023,6,12,1,0,0,1,FALSE,0
5053004,29.024490396542067,-10.738624358535402,Mansa,Luapula,2,2024,9,14,1,0,0,1,FALSE,0
5053315,29.271321016330965,-10.74595620862111,Lupososhi,Northern,3,2023,7,18,1,0,0,1,FALSE,0
5056090,29.153154250224382,-10.837179398488626,Chipili,Luapula,2,2023,7,21,1,0,0,1,FALSE,0
5056518,28.613761461720888,-10.85855821951341,Mwense,Luapula,2,2023,6,20,1,0,0,1,TRUE,0
5056811,29.427616759263675,-10.862248736286071,Chifunabuli,Luapula,1,2023,7,5,1,0,0,1,FALSE,0
5061489,29.44783444255947,-11.097032548537772,Chifunabuli,Luapula,1,2023,9,16,4,0.4309413776008022,0.0409752373621049,1,FALSE,0.3583325336980076
5062566,28.862556495732075,-11.15545729747778,Mansa,Luapula,2,2019,6,14,2.111111111111111,0.07841252149433324,0.05341207831182474,5,FALSE,0.07549007228647597
5062577,28.963245212735,-11.154814839279414,Mansa,Luapula,2,2024,9,1,1.5,0.00188186032591445,0,1,FALSE,0.001880091845112973
5063118,29.97000634894012,-11.173630220530136,Chilubi,Northern,2,2018,8,27,1,0,0,5,FALSE,0
5063771,28.853805048624263,-11.21878795438838,Mansa,Luapula,1,2024,8,27,3,0.6873367277243821,0,1,TRUE,0.5231513851424765
5065766,29.220758998960257,-11.31569378565097,Mansa,Luapula,3,2022,6,11,1.3333333333333333,0.0102079582270882,0,1,TRUE,0.010156208893570658
5066378,29.01948586452851,-11.344252544671452,Mansa,Luapula,1,2017,8,23,1,0,0,1,FALSE,0
5070436,28.79163326112069,-11.52651697970969,Chembe,Luapula,3,2023,7,3,1,0,0,1,FALSE,0
5071386,28.791920319652057,-11.571713095281304,Chembe,Luapula,3,2023,7,3,1,0,0,1,TRUE,0
5073876,29.709607791766786,-11.691060863337691,Samfya,Luapula,3,2023,6,4,3.6666666666666665,0.8182091492931821,0.6117708272984012,1,TRUE,0.5978520327538895
5075645,25.03052097572894,-11.78748765385984,Mwinilunga,North-Western,2,2024,7,12,3,0.0111940295034647,0.0111940295034647,1,TRUE,0.011131840025407099
5075878,27.21479109042737,-11.80326597420689,Mushindano,North-Western,10,2016,10,15,4.5,0.8561901660417653,0.8561901660417653,1,TRUE,0.6185260892671393
5076517,28.85777929888037,-11.82439532225278,Chembe,Luapula,2,2024,8,19,1,0,0,1,TRUE,0
5076731,29.545862495856948,-11.828091338630967,Samfya,Luapula,2,2019,6,26,3,0.06756509505813796,0.05435238161751225,1,FALSE,0.06538044323867873
5078002,27.03121220338049,-11.91186711675204,Mushindano,North-Western,1,2024,8,22,2,0.1593679138023341,0,1,TRUE,0.1478749547107439
5078070,29.58322764662623,-11.90003344965559,Samfya,Luapula,1,2020,8,5,1,0,0,1,FALSE,0
5078220,28.711530164910084,-11.91571272579,Chembe,Luapula,1,2023,7,3,1,0,0,1,FALSE,0
5078475,26.434256662632936,-11.93843019569868,Solwezi,North-Western,5,2023,9,27,1,0,0,1,FALSE,0
5079181,26.342333532422355,-11.9744017538458,Solwezi,North-Western,2,2023,10,10,1.5,0.0078154844264157,0,1,FALSE,0.007785101728997541
5080086,26.96691650937558,-12.020387789934912,Mushindano,North-Western,1,2024,8,22,1,0,0,1,TRUE,0
5080214,26.434068312176784,-12.028859731889172,Solwezi,North-Western,4,2023,9,27,1,0,0,1,FALSE,0
5080226,26.56268370458588,-12.02909073587198,Solwezi,North-Western,4,2023,9,27,1.5,0.08525299158784763,0.003110167002527425,1,FALSE,0.08181313178243052
5080528,26.37890676682766,-12.046828256919044,Solwezi,North-Western,4,2023,9,27,1,0,0,1,TRUE,0
5081774,26.94852203830596,-12.12890502913868,Mushindano,North-Western,1,2024,8,22,1,0,0,1,TRUE,0
5081886,26.387888391252343,-12.137276646824324,Solwezi,North-Western,10,2022,9,10,2.3,0.06203733839977854,0.03744886644774448,1,TRUE,0.06018908077022881
5081992,29.56702071611068,-12.1260573251937,Samfya,Luapula,3,2023,7,31,1,0,0,1,FALSE,0
5082172,25.49643987881532,-12.15195257621632,Kalumbila,North-Western,2,2023,7,19,1,0,0,1,FALSE,0
5084036,29.485311796159184,-12.226192659043882,Milengi,Luapula,1,2019,6,26,2,0.0638601239720061,0,1,FALSE,0.0619039198451846
5084682,27.88637436508584,-12.26312636642222,Chililabombwe,Copperbelt,8,2024,8,14,2.625,0.14465464986370463,0.08515849804822984,1,TRUE,0.13510297567143806
5084817,26.46113747772756,-12.27307215938599,Solwezi,North-Western,3,2023,7,24,1,0,0,1,FALSE,0
5084882,27.22436045318909,-12.273510071122654,Mushindano,North-Western,2,2021,10,16,1.5,0.0491514280703513,0,1,TRUE,0.04798167368654039
5084883,27.233555941414085,-12.27350238911974,Mushindano,North-Western,2,2021,10,16,1,0,0,1,TRUE,0
5085893,25.31170964877701,-12.304560532847312,Kalumbila,North-Western,2,2024,6,21,1,0,0,1,FALSE,0
5085925,25.76219823518388,-12.306971825203702,Kalumbila,North-Western,2,2020,8,2,1,0,0,1,TRUE,0
5087207,26.506978394691444,-12.345501484189722,Solwezi,North-Western,2,2022,6,16,1,0,0,1,FALSE,0
5087242,26.828905175867668,-12.345893682141424,Mushindano,North-Western,1,2023,8,11,1,0,0,1,FALSE,0
5087637,27.647542051182885,-12.354220813635092,Chililabombwe,Copperbelt,6,2023,7,29,4.333333333333333,0.33506363051973437,0.18850563981323354,1,FALSE,0.2889789540270158
5087738,29.65181113159898,-12.34208326612946,NA,NA,3,2023,6,19,1,0,0,1,TRUE,0
5088193,26.85648452150439,-12.373038976620991,Mushindano,North-Western,1,2023,8,11,1,0,0,1,TRUE,0
5088410,25.75266132237361,-12.379258088896892,Kalumbila,North-Western,2,2020,8,2,1,0,0,1,TRUE,0
5088504,26.801283754678018,-12.382047339949745,Mushindano,North-Western,1,2023,6,7,1,0,0,1,FALSE,0
5088552,27.31644513841109,-12.381935776658963,Lufwanyama,Copperbelt,3,2023,6,17,2,0.021520616289749866,0.020717391761059634,1,FALSE,0.021292317440698663
5088679,24.869863338037543,-12.382811453676029,Mwinilunga,North-Western,2,2024,7,12,1,0,0,1,TRUE,0
5089086,26.37808331685522,-12.399493794818008,Solwezi,North-Western,3,2023,7,24,1,0,0,1,TRUE,0
5089540,27.840864856368995,-12.407946095581432,Chililabombwe,Copperbelt,10,2024,9,4,1,0,0,1,FALSE,0
5091154,28.24582179661913,-12.4515943367674,Mufulira,Copperbelt,8,2023,9,11,2.625,0.02808683659070376,0.022456286744250088,1,TRUE,0.027699634857201432
5091541,26.157069715388104,-12.471235118052936,Kalumbila,North-Western,1,2023,8,6,1,0,0,1,TRUE,0
5092073,25.94536904734107,-12.488574491501874,Kalumbila,North-Western,2,2024,7,9,1,0,0,1,FALSE,0
5092190,27.80431821073314,-12.489437428599889,Chingola,Copperbelt,10,2024,9,4,5,2.6101999435681176,2.6101999435681176,1,TRUE,1.2837631568409895
5092601,24.960879112558818,-12.501002119335134,Kalumbila,North-Western,1,2024,7,12,1.2,0.04581620538452772,0,5,FALSE,0.04479763833411567
5092765,27.970021677403125,-12.506975929125732,Chingola,Copperbelt,9,2024,8,14,1.7777777777777777,0.07014414957172638,0.024426289249729775,1,FALSE,0.06779335862590732
5092795,28.27368561860627,-12.505710698955502,Mufulira,Copperbelt,10,2022,9,22,3.9,0.11692716049138165,0.10194093158465688,1,TRUE,0.11058130801575498
5092797,28.29208837329414,-12.505623017904083,Mufulira,Copperbelt,10,2022,9,22,1,0,0,1,FALSE,0
5093009,27.555909338514347,-12.51719206393068,Chingola,Copperbelt,1,2023,6,17,1,0,0,1,FALSE,0
5093054,28.043676471507485,-12.515742182140643,Chingola,Copperbelt,5,2024,6,10,4.2,34.52589160404319,34.52589160404319,1,FALSE,3.5702617716004665
5093148,24.179106535925907,-12.512013925532743,Mwinilunga,North-Western,2,2023,7,19,1,0,0,1,FALSE,0
